,Host,Parasite,ParasiteFull,group,hostgroup
5402,Aythya ferina,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5403,Aythya fuligula,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5404,Aythya marila,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5405,Aythya nyroca,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5406,Casarca ferruginea,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,NA
5407,Clangula hyemalis,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5408,Podiceps cristatus,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5409,Cygnus olor,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5410,Fulica atra,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5411,Larus argentatus,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5412,Limnodrilus hoffmeisteri,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Clitellata
5413,Lumbriculus variegatus,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Clitellata
5414,Melanitta fusca,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5415,Mergellus albellus,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5416,Mergus merganser,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5417,Netta rufina,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5418,Podiceps cristatus,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5419,Podiceps nigricollis,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5420,Polysticta stelleri,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5421,Tachybaptus ruficollis,Aploparaksis furcigera,"Aploparaksis furcigera (Rudolphi, 1819)",Cestodes,Aves
5422,Anas querquedula,Aploparaksis pseudofurcigera,"Aploparaksis pseudofurcigera Mathevossian, 1946",Cestodes,Aves
5423,Anas acuta,Aploparaksis furcigera,"Aploparaksis (Globarilepis) furcigera (Rudolphi, 1819)",Cestodes,Aves
5424,Anas crecca,Aploparaksis furcigera,"Aploparaksis (Globarilepis) furcigera (Rudolphi, 1819)",Cestodes,Aves
5425,Anas platyrhynchos,Aploparaksis furcigera,"Aploparaksis (Globarilepis) furcigera (Rudolphi, 1819)",Cestodes,Aves
5426,Anas querquedula,Aploparaksis furcigera,"Aploparaksis (Globarilepis) furcigera (Rudolphi, 1819)",Cestodes,Aves
5427,Anas strepera,Aploparaksis furcigera,"Aploparaksis (Globarilepis) furcigera (Rudolphi, 1819)",Cestodes,Aves
5428,Aythya ferina,Aploparaksis furcigera,"Aploparaksis (Globarilepis) furcigera (Rudolphi, 1819)",Cestodes,Aves
5429,Aythya fuligula,Aploparaksis furcigera,"Aploparaksis (Globarilepis) furcigera (Rudolphi, 1819)",Cestodes,Aves
5430,Fulica atra,Aploparaksis furcigera,"Aploparaksis (Globarilepis) furcigera (Rudolphi, 1819)",Cestodes,Aves
5431,Lumbriculus variegatus,Aploparaksis furcigera,"Aploparaksis (Globarilepis) furcigera (Rudolphi, 1819)",Cestodes,Clitellata
5432,Netta rufina,Aploparaksis furcigera,"Aploparaksis (Globarilepis) furcigera (Rudolphi, 1819)",Cestodes,Aves
5433,Gallinago gallinago,Aploparaksis gallinagii,"Aploparaksis gallinagii Bondarenko, 1979",Cestodes,Aves
5434,Gallinago stenura,Aploparaksis gallinagii,"Aploparaksis gallinagii Bondarenko, 1979",Cestodes,Aves
5435,Lymnocryptes minimus,Aploparaksis gallinagii,"Aploparaksis gallinagii Bondarenko, 1979",Cestodes,Aves
5436,Larus argentatus,Aploparaksis larina,"Aploparaksis larina (Fuhrmann, 1925)",Cestodes,Aves
5437,Larus canus,Aploparaksis larina,"Aploparaksis larina (Fuhrmann, 1925)",Cestodes,Aves
5438,Larus crassirostris,Aploparaksis larina,"Aploparaksis larina (Fuhrmann, 1925)",Cestodes,Aves
5439,Larus hyperboreus,Aploparaksis larina,"Aploparaksis larina (Fuhrmann, 1925)",Cestodes,Aves
5440,Chroicocephalus ridibundus,Aploparaksis larina,"Aploparaksis larina (Fuhrmann, 1925)",Cestodes,NA
5441,Podiceps nigricollis,Aploparaksis larina,"Aploparaksis larina (Fuhrmann, 1925)",Cestodes,Aves
5442,Larus dominicanus,Aploparaksis larina,"Aploparaksis (Aploparaksis) larina (Fuhrmann, 1921)",Cestodes,Aves
5443,Chroicocephalus ridibundus,Aploparaksis larina,"Aploparaksis (Aploparaksis) larina (Fuhrmann, 1921)",Cestodes,NA
5444,Sterna hirundo,Aploparaksis larina,"Aploparaksis (Aploparaksis) larina (Fuhrmann, 1921)",Cestodes,Aves
5445,Gallinago gallinago,Aploparaksis orientalis,"Aploparaksis orientalis Spassky & Bobova, 1961",Cestodes,Aves
5446,Gallinago stenura,Aploparaksis orientalis,"Aploparaksis orientalis Spassky & Bobova, 1961",Cestodes,Aves
5447,Lumbriculus olgae,Aploparaksis orientalis,"Aploparaksis orientalis Spassky & Bobova, 1961",Cestodes,NA
5448,Lumbriculus variegatus,Aploparaksis orientalis,"Aploparaksis orientalis Spassky & Bobova, 1961",Cestodes,Clitellata
5449,Lumbriculus variegatus,Aploparaksis orientalis,"Aploparaksis orientalis Spassky & Bobova, 1961",Cestodes,Clitellata
5450,Lumbriculus variegatus,Aploparaksis orientalis,"Aploparaksis orientalis Spassky & Bobova, 1961",Cestodes,Clitellata
5451,Capella stenura,Aploparaksis parafilum,"Aploparaksis parafilum Gasowska, 1932",Cestodes,NA
5452,Gallinago gallinago,Aploparaksis parafilum,"Aploparaksis parafilum Gasowska, 1932",Cestodes,Aves
5453,Gallinago media,Aploparaksis parafilum,"Aploparaksis parafilum Gasowska, 1932",Cestodes,Aves
5454,Scolopax rusticola,Aploparaksis parafilum,"Aploparaksis parafilum Gasowska, 1932",Cestodes,Aves
5455,Calidris minuta,Aploparaksis penetrans,"Aploparaksis penetrans (Clerc, 1902)",Cestodes,Aves
5456,Gallinago gallinago,Aploparaksis penetrans,"Aploparaksis penetrans (Clerc, 1902)",Cestodes,Aves
5457,Gallinago media,Aploparaksis penetrans,"Aploparaksis penetrans (Clerc, 1902)",Cestodes,Aves
5458,Gallinago stenura,Aploparaksis penetrans,"Aploparaksis penetrans (Clerc, 1902)",Cestodes,Aves
5459,Clitellata,Aploparaksis penetrans,"Aploparaksis penetrans (Clerc, 1902)",Cestodes,NA
5460,Lumbriculus variegatus,Aploparaksis penetrans,"Aploparaksis penetrans (Clerc, 1902)",Cestodes,Clitellata
5461,Scolopax rusticola,Aploparaksis penetrans,"Aploparaksis penetrans (Clerc, 1902)",Cestodes,Aves
5462,Styloscolex socolskajae,Aploparaksis penetrans,"Aploparaksis penetrans (Clerc, 1902)",Cestodes,NA
5463,Bryodrilus arctica,Aploparaksis pseudofilum,"Aploparaksis pseudofilum (Clerc, 1902)",Cestodes,NA
5464,Calidris alpina,Aploparaksis pseudofilum,"Aploparaksis pseudofilum (Clerc, 1902)",Cestodes,Aves
5465,Dendroboena octaedra,Aploparaksis pseudofilum,"Aploparaksis pseudofilum (Clerc, 1902)",Cestodes,NA
5466,Eisenia nordenskioldii,Aploparaksis pseudofilum,"Aploparaksis pseudofilum (Clerc, 1902)",Cestodes,NA
5467,Eiseniella tetraedra,Aploparaksis pseudofilum,"Aploparaksis pseudofilum (Clerc, 1902)",Cestodes,Clitellata
5468,Gallinago gallinago,Aploparaksis pseudofilum,"Aploparaksis pseudofilum (Clerc, 1902)",Cestodes,Aves
5469,Gallinago media,Aploparaksis pseudofilum,"Aploparaksis pseudofilum (Clerc, 1902)",Cestodes,Aves
5470,Gallinago stenura,Aploparaksis pseudofilum,"Aploparaksis pseudofilum (Clerc, 1902)",Cestodes,Aves
5471,Henlea diverticulata,Aploparaksis pseudofilum,"Aploparaksis pseudofilum (Clerc, 1902)",Cestodes,Clitellata
5472,Lymnocryptes minimus,Aploparaksis pseudofilum,"Aploparaksis pseudofilum (Clerc, 1902)",Cestodes,Aves
5473,Nicodrilus roseus,Aploparaksis pseudofilum,"Aploparaksis pseudofilum (Clerc, 1902)",Cestodes,NA
5474,Octolasium lacteum,Aploparaksis pseudofilum,"Aploparaksis pseudofilum (Clerc, 1902)",Cestodes,NA
5475,Scolopax rusticola,Aploparaksis pseudofilum,"Aploparaksis pseudofilum (Clerc, 1902)",Cestodes,Aves
5476,Tringa ochropus,Aploparaksis pseudofilum,"Aploparaksis pseudofilum (Clerc, 1902)",Cestodes,Aves
5477,Capella solitaria,Aploparaksis sachalinensis,"Aploparaksis sachalinensis Krotov, 1952",Cestodes,NA
5478,Gallinago solitaria,Aploparaksis sachalinensis,"Aploparaksis sachalinensis Krotov, 1952",Cestodes,Aves
5479,Neogobius fluviatilis,Archigetes limnodrili,"Archigetes limnodrili (Yamaguti, 1934)",Cestodes,Teleostei
5480,Limnodrilus cervix,Archigetes limnodrili,"Archigetes limnodrili (Yamaguti, 1934)",Cestodes,Clitellata
5481,Limnodrilus claparedeanus,Archigetes limnodrili,"Archigetes limnodrili (Yamaguti, 1934)",Cestodes,NA
5482,Limnodrilus hoffmeisteri,Archigetes limnodrili,"Archigetes limnodrili (Yamaguti, 1934)",Cestodes,Clitellata
5483,Misgurnus fossilis,Archigetes limnodrili,"Archigetes limnodrili (Yamaguti, 1934)",Cestodes,Teleostei
5484,Pseudogobio esocinus,Archigetes limnodrili,"Archigetes limnodrili (Yamaguti, 1934)",Cestodes,Teleostei
5485,Artemia salina,Avocettolepis vaginata,"Avocettolepis vaginata (Baczynska, 1914)",Cestodes,Branchiopoda
5486,Recurvirostra avocetta,Avocettolepis vaginata,"Avocettolepis vaginata (Baczynska, 1914)",Cestodes,NA
5487,Alouatta caraya,Bertiella mucronata,"Bertiella mucronata (Meyner, 1895)",Cestodes,Mammalia
5488,Lagothrix lagothricha,Bertiella mucronata,"Bertiella mucronata (Meyner, 1895)",Cestodes,NA
5489,Homo sapiens,Bertiella mucronata,"Bertiella mucronata (Meyner, 1895)",Cestodes,Mammalia
5490,Chlorocebus pygerythrus,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,NA
5491,Homo sapiens,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,Mammalia
5492,Nomascus concolor,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,NA
5493,Hoolock hoolock,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,NA
5494,Macaca cynomolgus,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,NA
5495,Macaca fascicularis,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,Mammalia
5496,Macaca fuscata,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,Mammalia
5497,Macaca iris,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,NA
5498,Macaca mubata,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,NA
5499,Macaca mulatta,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,Mammalia
5500,Macaca radiata,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,Mammalia
5501,Papio cynocephalus,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,Mammalia
5502,Papio ursinus,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,Mammalia
5503,Papio ursinus,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,Mammalia
5504,Pongo pygmaeus,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,Mammalia
5505,Presbytis phayrei,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,NA
5506,Presbytis pileata,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,NA
5507,Pygathrix nemaeus,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,Mammalia
5508,Scheloribates laevigatus,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,Arachnida
5509,Pan troglodytes,Bertiella studeri,"Bertiella studeri (Blanchard, 1891)",Cestodes,Mammalia
5510,Gavia arctica,Biglandatrium biglandatrium,"Biglandatrium biglandatrium Spasskaya, 1961",Cestodes,Aves
5511,Gavia pacifica,Biglandatrium biglandatrium,"Biglandatrium biglandatrium Spasskaya, 1961",Cestodes,Aves
5512,Acanthocyclops viridis,Bisaccanthes bisaccata,"Bisaccanthes bisaccata (Fuhrmann, 1906)",Cestodes,NA
5513,Anas crecca,Bisaccanthes bisaccata,"Bisaccanthes bisaccata (Fuhrmann, 1906)",Cestodes,Aves
5514,Anas penelope,Bisaccanthes bisaccata,"Bisaccanthes bisaccata (Fuhrmann, 1906)",Cestodes,Aves
5515,Anas platyrhynchos,Bisaccanthes bisaccata,"Bisaccanthes bisaccata (Fuhrmann, 1906)",Cestodes,Aves
5516,Anas strepera,Bisaccanthes bisaccata,"Bisaccanthes bisaccata (Fuhrmann, 1906)",Cestodes,Aves
5517,Aythya ferina,Bisaccanthes bisaccata,"Bisaccanthes bisaccata (Fuhrmann, 1906)",Cestodes,Aves
5518,Aythya fuligula,Bisaccanthes bisaccata,"Bisaccanthes bisaccata (Fuhrmann, 1906)",Cestodes,Aves
5519,Casarca ferruginea,Bisaccanthes bisaccata,"Bisaccanthes bisaccata (Fuhrmann, 1906)",Cestodes,NA
5520,Fulica atra,Bisaccanthes bisaccata,"Bisaccanthes bisaccata (Fuhrmann, 1906)",Cestodes,Aves
5521,Hungarocypris madaraszi,Bisaccanthes bisaccata,"Bisaccanthes bisaccata (Fuhrmann, 1906)",Cestodes,NA
5522,Larus argentatus,Bisaccanthes bisaccata,"Bisaccanthes bisaccata (Fuhrmann, 1906)",Cestodes,Aves
5523,Macrocyclops albidus,Bisaccanthes bisaccata,"Bisaccanthes bisaccata (Fuhrmann, 1906)",Cestodes,Maxillopoda
5524,Netta rufina,Bisaccanthes bisaccata,"Bisaccanthes bisaccata (Fuhrmann, 1906)",Cestodes,Aves
5525,Merops albicollis,Biuterina macrancistrota,"Biuterina macrancistrota Fuhrmann, 1908",Cestodes,Aves
5526,Bryopsida,Biuterina macrancistrota,"Biuterina macrancistrota Fuhrmann, 1908",Cestodes,NA
5527,Merops apiaster,Biuterina macrancistrota,"Biuterina macrancistrota Fuhrmann, 1908",Cestodes,Aves
5528,Merops superciliosus,Biuterina macrancistrota,"Biuterina macrancistrota Fuhrmann, 1908",Cestodes,Aves
5529,Alauda arvensis,Biuterina passerina,"Biuterina passerina Fuhrmann, 1908",Cestodes,Aves
5530,Emberiza schoeniculus,Biuterina passerina,"Biuterina passerina Fuhrmann, 1908",Cestodes,NA
5531,Galerida cristata,Biuterina passerina,"Biuterina passerina Fuhrmann, 1908",Cestodes,Aves
5532,Ploceus philippinus,Biuterina passerina,"Biuterina passerina Fuhrmann, 1908",Cestodes,Aves
5533,Sturnus vulgaris,Biuterina passerina,"Biuterina passerina Fuhrmann, 1908",Cestodes,Aves
5534,Acrocephalus scirpaceus,Biuterina triangula,"Biuterina triangula (Krabbe, 1869)",Cestodes,Aves
5535,Streptanthus campestris,Biuterina triangula,"Biuterina triangula (Krabbe, 1869)",Cestodes,NA
5536,Anthus trivialis,Biuterina triangula,"Biuterina triangula (Krabbe, 1869)",Cestodes,Aves
5537,Motacilla alba,Biuterina triangula,"Biuterina triangula (Krabbe, 1869)",Cestodes,Aves
5538,Oenanthe oenanthe,Biuterina triangula,"Biuterina triangula (Krabbe, 1869)",Cestodes,Aves
5539,Oenanthe pleschanka,Biuterina triangula,"Biuterina triangula (Krabbe, 1869)",Cestodes,Aves
5540,Sylvia borin,Biuterina triangula,"Biuterina triangula (Krabbe, 1869)",Cestodes,Aves
5541,Abramis brama,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5542,Acanthocyclops robustus,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Maxillopoda
5543,Acheilognathus rhombea,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,NA
5544,Alburnoides bipunctatus,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5545,Alburnus alburnus,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5546,Algansea lacustris,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5547,Algansea tincella,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5548,Algansea tincella,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5549,Alloophorus robustus,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5550,Allophorus robustus,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,NA
5551,Allotoca diazi,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5552,Ambystoma dumerii,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,NA
5553,Ambystoma dumerilii,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Amphibia
5554,Aristichthys nobilis,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,NA
5555,Astyanax fasciatus,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5556,Atherinella crystallina,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5557,Awaous guamensis,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5558,Barbus altianalis,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5559,Barbus barbus,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5560,Barbus bynni,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5561,Barbus callensis,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5562,Barbus capito,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5563,Labeobarbus kimberleyensis,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,NA
5564,Barbus mattozi,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5565,Mesopotamichthys sharpeyi,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,NA
5566,Barbus trimaculatus,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5567,Brachyplatystoma flavicans,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,NA
5568,Carassius auratus,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5569,Carassius auratus,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5570,Carassius carassius,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5571,Chirostoma arge,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5572,Chirostoma attenuatum,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5573,Chirostoma estor,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5574,Chirostoma grandocule,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5575,Chirostoma humboltianum,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,NA
5576,Chirostoma jordani,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5577,Chirostoma labarcae,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5578,Chirostoma ocotlanae,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,NA
5579,Chirostoma riojai,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5580,Chondrostoma nasus,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5581,Herichthys cyanoguttatum,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,NA
5582,Cichlasoma intermedium,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,NA
5583,Cichlasoma istlanum,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5584,Cichlasoma labridens,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,NA
5585,Thorichthys meeki,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,NA
5586,Archocentrus nigrofasciatus,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5587,Cichlasoma urophthalma,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,NA
5588,Clarias gariepinus,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5589,Coreius guichenoti,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
5590,Ctenopharyngodon idella,Bothriocephalus acheilognathi,"Bothriocephalus acheilognathi Yamaguti, 1934",Cestodes,Teleostei
